puzzle_rows,category_occurrences,item_occurrences,expert_labels,stats_rows,stats_joined_rows,image_item_occurrences,unique_category_titles,repeated_category_titles,category_occurrences_in_repeated_titles,unique_item_strings,repeated_item_strings,item_occurrences_of_repeated_strings,unique_items_in_non_unique_categories,item_occurrences_in_non_unique_categories,items_under_multiple_category_titles,item_occurrences_under_multiple_category_titles,date_min,date_max,missing_expert_dates,split_counts
743,2972,11888,741,743,743,97,2802,144,314,6562,2318,7644,885,1256,2256,7518,2024-06-15,2026-06-27,"['2026-05-20', '2026-05-23']","{'train': 519, 'validation': 111, 'test': 111, 'unlabeled': 2}"
